Facility ID,Facility Criteria Exception Name,Facility Criteria Exception Reason
4001287,Length,should be between 4 and 50
4001287,Width,should be between 3 and 30
4001289,Length,should be between 4 and 50
4001289,Width,should be between 3 and 30
4001321,Length,should be between 4 and 50
4001321,Width,should be between 3 and 30
4001327,Length,should be between 4 and 50
4001327,Width,should be between 3 and 30
4001334,Length,should be between 4 and 50
4001334,Width,should be between 3 and 30
4001343,Length,should be between 17 and 26
4001343,Width,should be between 9 and 18
4028118,Length,should be between 17 and 26
4028118,Width,should be between 9 and 18
4001344,Length,should be between 4 and 50
4001344,Width,should be between 3 and 30
4001345,Length,should be between 4 and 50
4001345,Width,should be between 3 and 30
4001350,Length,should be between 4 and 50
4001350,Width,should be between 3 and 30
4001361,Length,should be between 4 and 50
4001361,Width,should be between 3 and 30
2073763,Length,should be between 17 and 26
2073763,Width,should be between 9 and 18
4114933,Length,should be between 4 and 50
4114933,Width,should be between 3 and 30
4001394,Length,should be between 4 and 50
4001394,Width,should be between 3 and 30
4001405,Length,should be between 4 and 50
4001405,Width,should be between 3 and 30
4001406,Length,should be between 4 and 50
4001406,Width,should be between 3 and 30
4001407,Length,should be between 4 and 50
4001407,Width,should be between 3 and 30
4016288,Stations,should be between 5 and 700
4001416,Length,should be between 4 and 50
4001416,Width,should be between 3 and 30
4001417,Length,should be between 4 and 50
4001417,Width,should be between 3 and 30
4001421,Length,should be between 4 and 50
4001421,Width,should be between 3 and 30
4001462,Length,should be between 4 and 50
4001462,Width,should be between 3 and 30
4001463,Length,should be between 4 and 50
4001463,Width,should be between 3 and 30
4001477,Length,should be between 17 and 26
4001477,Width,should be between 9 and 18
4001478,Length,should be between 17 and 26
4001478,Width,should be between 9 and 18
4001484,Length,should be between 4 and 50
4001484,Width,should be between 3 and 30
4100354,Width,should be between 53 and 100
4115983,Length,should be between 17 and 26
4115983,Width,should be between 9 and 18
4115984,Length,should be between 17 and 26
4115984,Width,should be between 9 and 18
4001498,Length,should be between 4 and 50
4001498,Width,should be between 3 and 30
4001542,Length,should be between 4 and 50
4001542,Width,should be between 3 and 30
4001548,Length,should be between 4 and 50
4001548,Width,should be between 3 and 30
4115752,Length,should be between 17 and 26
4115752,Width,should be between 9 and 18
4009257,OvalTrackLanes,should be between 4 and 10
4009257,OvalTrackLength,should be 400
4009257,SprintStraightLength,should be between 100 and 150
4009257,StraightTrackLanes,should be between 4 and 12
4001606,Length,should be between 4 and 50
4001606,Width,should be between 3 and 30
4001630,Length,should be between 17 and 26
4001630,Width,should be between 9 and 18
4001635,Length,should be between 17 and 26
4001635,Width,should be between 9 and 18
4001636,Length,should be between 4 and 50
4001636,Width,should be between 3 and 30
4087037,Length,should be between 4 and 50
4087037,Width,should be between 3 and 30
2026136,Length,should be between 17 and 26
2026136,Width,should be between 9 and 18
4001666,Length,should be between 4 and 50
4001666,Width,should be between 3 and 30
4009258,OvalTrackLength,should be 400
4009258,SprintStraightLength,should be between 100 and 150
4009258,StraightTrackLanes,should be between 4 and 12
2026253,OvalTrackLength,should be 400
2026253,SprintStraightLength,should be between 100 and 150
2026253,StraightTrackLanes,should be between 4 and 12
4071946,Length,should be between 17 and 26
4071946,Width,should be between 9 and 18
4001704,Length,should be between 17 and 26
4001704,Width,should be between 9 and 18
2001712,Length,should be between 17 and 26
2001712,Width,should be between 9 and 18
4001713,Length,should be between 4 and 50
4001713,Width,should be between 3 and 30
2073593,Length,should be between 17 and 26
2073593,Width,should be between 9 and 18
4073592,Length,should be between 4 and 50
4073592,Width,should be between 3 and 30
4001748,Length,should be between 17 and 26
2001751,Length,should be between 17 and 26
2001751,Width,should be between 9 and 18
4001752,Length,should be between 4 and 50
4001752,Width,should be between 3 and 30
4001790,Length,should be between 4 and 50
4001790,Width,should be between 3 and 30
4103396,Length,should be between 4 and 50
4103396,Width,should be between 3 and 30
4001819,Length,should be between 4 and 50
4001819,Width,should be between 3 and 30
2009264,OvalTrackLength,should be 400
2009264,SprintStraightLength,should be between 100 and 150
2009264,StraightTrackLanes,should be between 4 and 12
4125936,Length,should be between 17 and 26
4125936,Width,should be between 9 and 18
4126070,Length,should be between 17 and 26
4126070,Width,should be between 9 and 18
2039457,Length,should be between 17 and 26
4001946,Length,should be between 4 and 50
4001946,Width,should be between 3 and 30
4001957,Length,should be between 17 and 26
4001957,Width,should be between 9 and 18
4001977,Length,should be between 4 and 50
4001977,Width,should be between 3 and 30
2001980,Length,should be between 17 and 26
2001980,Width,should be between 9 and 18
2089718,Length,should be between 17 and 26
2089718,Width,should be between 9 and 18
4114896,Length,should be between 4 and 50
4114896,Width,should be between 3 and 30
4118064,Length,should be between 4 and 50
4118064,Width,should be between 3 and 30
2074254,Length,should be between 17 and 26
2074254,Width,should be between 9 and 18
2074256,Length,should be between 17 and 26
2074256,Width,should be between 9 and 18
2002012,Length,should be between 17 and 26
2002012,Width,should be between 9 and 18
2002019,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4115738,Length,should be between 17 and 26
4115738,Width,should be between 9 and 18
4002038,Length,should be between 17 and 26
4002038,Width,should be between 9 and 18
2079101,Length,should be between 17 and 26
2079101,Width,should be between 9 and 18
4072078,Length,should be between 17 and 26
4072078,Width,should be between 9 and 18
4038105,Length,should be between 4 and 50
4038105,Width,should be between 3 and 30
2028710,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4002091,Length,should be between 4 and 50
4002091,Width,should be between 3 and 30
4078751,Length,should be between 4 and 50
4078751,Width,should be between 3 and 30
4002148,Length,should be between 4 and 50
4002148,Width,should be between 3 and 30
4074574,Length,should be between 4 and 50
4074574,Width,should be between 3 and 30
4002240,Length,should be between 4 and 50
4002240,Width,should be between 3 and 30
4002247,Length,should be between 4 and 50
4002247,Width,should be between 3 and 30
4114305,Length,should be between 17 and 26
4114305,Width,should be between 9 and 18
4002271,Length,should be between 4 and 50
4002271,Width,should be between 3 and 30
4121648,Length,should be between 4 and 50
4121648,Width,should be between 3 and 30
4126152,Length,should be between 17 and 26
4126152,Width,should be between 9 and 18
2081130,Length,should be between 17 and 26
2081130,Width,should be between 9 and 18
4002313,Length,should be between 4 and 50
4002313,Width,should be between 3 and 30
4002321,Length,should be between 4 and 50
4002321,Width,should be between 3 and 30
2002330,Length,should be between 17 and 26
2002330,Width,should be between 9 and 18
4002377,Length,should be between 4 and 50
4002377,Width,should be between 3 and 30
4028139,Length,should be between 4 and 50
4028139,Width,should be between 3 and 30
4116927,Length,should be between 17 and 26
4116927,Width,should be between 9 and 18
4002425,Length,should be between 4 and 50
4002425,Width,should be between 3 and 30
4002426,Length,should be between 4 and 50
4002426,Width,should be between 3 and 30
4002454,Length,should be between 4 and 50
4002454,Width,should be between 3 and 30
4002456,Length,should be between 4 and 50
4002456,Width,should be between 3 and 30
4002464,Length,should be between 4 and 50
4002464,Width,should be between 3 and 30
4002470,Length,should be between 4 and 50
4002470,Width,should be between 3 and 30
4002506,Length,should be between 4 and 50
4002506,Width,should be between 3 and 30
4002507,Length,should be between 4 and 50
4002507,Width,should be between 3 and 30
4002510,Length,should be between 17 and 26
4002510,Width,should be between 9 and 18
4002511,Length,should be between 4 and 50
4002511,Width,should be between 3 and 30
2002517,Length,should be between 17 and 26
2002517,Width,should be between 9 and 18
4002532,Length,should be between 4 and 50
4002532,Width,should be between 3 and 30
4002535,Length,should be between 4 and 50
4002535,Width,should be between 3 and 30
4002584,Length,should be between 4 and 50
4002584,Width,should be between 3 and 30
4002628,Length,should be between 4 and 50
4002628,Width,should be between 3 and 30
4026214,Length,should be between 4 and 50
4026214,Width,should be between 3 and 30
4002640,Length,should be between 17 and 26
4002640,Width,should be between 9 and 18
4002641,Length,should be between 17 and 26
4002641,Width,should be between 9 and 18
4002642,Length,should be between 17 and 26
4002642,Width,should be between 9 and 18
4002643,Length,should be between 17 and 26
4002643,Width,should be between 9 and 18
4002644,Length,should be between 17 and 26
4002644,Width,should be between 9 and 18
4002667,Length,should be between 4 and 50
4002667,Width,should be between 3 and 30
4002668,Length,should be between 4 and 50
4002668,Width,should be between 3 and 30
4002693,Length,should be between 4 and 50
4002693,Width,should be between 3 and 30
4002697,Length,should be between 4 and 50
4002697,Width,should be between 3 and 30
4026979,Length,should be between 4 and 50
4026979,Width,should be between 3 and 30
4002713,Length,should be between 4 and 50
4002713,Width,should be between 3 and 30
4002714,Length,should be between 4 and 50
4002714,Width,should be between 3 and 30
4114295,Length,should be between 4 and 50
4114295,Width,should be between 3 and 30
2002715,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4002759,Length,should be between 4 and 50
4002759,Width,should be between 3 and 30
4029171,Width,should be between 53 and 100
4071149,Length,should be between 17 and 26
4071149,Width,should be between 9 and 18
2009281,OvalTrackLength,should be 400
2009281,SprintStraightLength,should be between 100 and 150
2009281,StraightTrackLanes,should be between 4 and 12
4002893,Length,should be between 4 and 50
4002893,Width,should be between 3 and 30
4002895,Length,should be between 4 and 50
4002895,Width,should be between 3 and 30
4002901,Length,should be between 4 and 50
4002901,Width,should be between 3 and 30
